tweet,sarcastic,rephrase,sarcasm,irony,satire,understatement,overstatement,rhetorical_question,has_emoji
I can’t wait to hear more about the life of an upper middle class East Asian American whose only personality trait is drinking boba tea https://t.co/SapbXLd0r2,1,"""I am tired of hearing stories about upper-middle-class East Asians who are one-dimensional caricatures of Asian American culture. Let's hear more from underrepresented groups or get more realistic stories"". ",1.0,0.0,0.0,0.0,0.0,0.0,False
Hey what's the weather like today? Am I going to need an umbrella?,1,I'm joining in with the rest of Twitter and can't believe how much rain there is,0.0,1.0,0.0,0.0,0.0,1.0,False
trying to figure out how to use notion for my anime list. I think i’m dying,1,"""I'm so confused""",1.0,0.0,0.0,0.0,0.0,0.0,False
Do you think anyone on Bachelor in Paradise has seen Oscar winner Parasite?,1,I do not think anyone on Bachelor in Paradise has seen Parasite.,1.0,0.0,0.0,0.0,0.0,1.0,False
"""your pronouns are what's in your pants"" ok. juicy/dumper",1,Your pronouns are not what's in your pants,1.0,0.0,0.0,0.0,0.0,0.0,False
"It’s so amazing how people forget you exist until they want something from you :,)",1,It is terrible how people forget you exist until they want something from you. ,1.0,0.0,0.0,0.0,0.0,0.0,False
"2 things I love:
1. Being woken up by construction work an hour before my alarm.
2. Sarcasm.",1,I really don't like being woken up by construction workers an hour before my alarm is meant to go off.,1.0,0.0,0.0,0.0,0.0,0.0,False
How bout you dont use a gazillion filters on your pictures,1,You edit your pictures so much it doesn’t look like you,1.0,0.0,0.0,0.0,0.0,1.0,False
"finished the queen's gambit, i loved a look into the 1960s in the american south with no racism just vibes",1,"it's odd that the queen's gambit is set in the american south in the 1960s, yet never discusses racism",1.0,0.0,0.0,0.0,0.0,0.0,False
Wow it’s almost like we don’t nap every single day at the exact same time wow how dare I try to do the thing we do every single day!,1,We nap at the same time every day,1.0,0.0,0.0,0.0,0.0,0.0,False
@raerenyse Easily one of the worst and most damaging takes for both trans AND cis women I have seen thus far. Congrats on reaching new levels of awful lmao,1,Easily one of the worst and most damaging takes for both trans AND cis women I have seen thus far. You have surprised me by reaching new depths of depravity via tweeting this.,1.0,0.0,0.0,0.0,0.0,0.0,False
"Here comes the final of the UK #DailyBriefing - who will win, Johnson or Covid?",1,How will the UK government be changing the Coronavirus restrictions in tonight's briefing?,0.0,1.0,0.0,0.0,0.0,1.0,False
"""You're not a normal white girl"" lol ok",1,I am a normal white woman,1.0,0.0,0.0,0.0,0.0,0.0,False
I love when you go to shop for plus size clothing and it's always just shoved under women's and it doesn't have any subcategories so u just have to wade thru everything like a pig being thrown slop,1,I hate how difficult it is to shop for plus size clothes.,0.0,1.0,0.0,0.0,0.0,0.0,False
"@richardosman @GMB @susannareid100 @piersmorgan You've a book out? I hadn't realised.

Yes, you've already read this 8763 times this week, but hey.",1,I'm interested that you have a book out.,1.0,0.0,0.0,0.0,0.0,1.0,False
Hahahah @LibertyU is shutting down the entire campus for quarantine!! Couldn’t happen to a nicer group of Covid deniers! #CovidIsNotOver #karmaisabitch #Covid_19,1,It seems like liberty university has been chromatically shut down due to their inability to abide by social distancing or mask rules,1.0,0.0,0.0,0.0,0.0,0.0,False
I love how they blur out Tristan’s face in this season of the kardashians LMAO like hmmmm I wonder who that mysterious man is,1,"Instead of ""I wonder who this man is"" its ""everyone knows who this man is""",1.0,0.0,0.0,0.0,0.0,1.0,False
In sunny spain at the moment!!! Hows it all in england?,1,"its sunny in spain, sorry its raining back at home.",0.0,1.0,0.0,0.0,0.0,1.0,False
my super power is always biting into the sour cream side of the burrito no matter what,1,I cannot stand that every time I bite a burrito it's a mouthful of sour cream. ,1.0,0.0,0.0,0.0,0.0,0.0,False
if you display your pop funkos in the box then you’re a tory,1,I don’t like when people display pop funkos in their boxes,1.0,0.0,0.0,0.0,0.0,0.0,False
"Don’t worry, 20 something people who follow me here, I brushed my hair for the first time in a week today. I know, impressive.",1,"I brushed my hair today, how easy. ",1.0,0.0,0.0,0.0,0.0,0.0,False
@kmflett And with a plentiful supply of rhubarb.,1,It is good that Geoff likes rhubarb. ,1.0,0.0,0.0,0.0,0.0,0.0,False
Hearing Kendrick Perkins refer to Alec Burks as Alecs Burk like he’s attorneys general &gt;&gt;&gt;&gt;,1,I would say I ahte him,1.0,0.0,0.0,0.0,0.0,0.0,False
"Wait didn’t covid go away?? It’s after November third so it definitely should be gone now...wait...I’m confused...121,000 cases in a day? You’re telling me THE WHOLE WORLD didn’t fake a pandemic for the US election? No way...",1,The pandemic is still very much real and has absolutely nothing to do with American election cycles. It is still happening. Please take it seriously. ,1.0,0.0,0.0,0.0,0.0,1.0,False
We really need to remind people that universal healthcare means never needing to sit through another annual explanation of benefits meeting,1,Universal healthcare saves a lot of time and makes life easier,1.0,0.0,0.0,0.0,0.0,0.0,False
wow. i left on time today and the airport connector is all the way backed up. love that,1,"I'm so mad that I'm stuck in traffic and late to school, especially because I left early.",0.0,1.0,0.0,0.0,0.0,0.0,False
maybe i am a cyber bully,1,Telling someone when they’re wrong and being ignorant doesnt make me a cyber bully.,1.0,0.0,0.0,0.0,0.0,0.0,False
"""@elliekonsker: FLORIDA YOU LITERALLY HAVE ONE JOB""",1,I don't like when it's cold in florida,0.0,1.0,0.0,0.0,0.0,0.0,False
Andrews really trying to explain to me that football and rupauls drag race aren’t the same thing when it in fact is the same thing.,1,Football and RuPual's Drag Race are wildly different shows.,1.0,0.0,0.0,0.0,0.0,0.0,False
day 5 of people being mad about ellen sitting by gw bush is when we'll finally get to the bottom of this,1,People are wasting everyone's time by talking about Ellen sitting with George W Bush like it's an important and shameful event.,1.0,0.0,0.0,0.0,0.0,0.0,False
"Cool guy in a big truck honked really long at the garbage truck because it slowed down to turn; I felt he wanted everyone to know how cool he is, so I decided to tweet about it on his behalf.",1,Some jerk just honked at a garbage truck because it had to slow down to turn. It was obnoxious,1.0,0.0,0.0,0.0,0.0,0.0,False
NOT OLIVIA RODRIGO TRAITOR IN THE BACKGROUND #LoveIsland,1,traitor by olivia rodrigo in the background ?? YES ,0.0,1.0,0.0,0.0,0.0,0.0,False
i’ve never had protected sex,1,I always use protection when having sex,1.0,0.0,0.0,0.0,0.0,0.0,False
"Duodenum, Jejunum, and Ilium would be cute names for triplets, don’t @ me",1,"Duodenum, Jejunum, and Ilium would not be cute names for triplets because they are the names of the three parts of the small intestine. ",0.0,1.0,0.0,0.0,0.0,0.0,False
Only yelled at one person while biking home this evening. Improvement!,1,I had to yell at someone while biking home today.,1.0,0.0,0.0,0.0,0.0,0.0,False
".@taylorswift13 is 100% going to post another photo with 5 holes in a fence 5 days before Lover is released, isn’t she?",1,Taylor swift is so extra.,1.0,0.0,0.0,0.0,0.0,1.0,False
the fact that “breaking: school shootings preventable” was an actual headline on nbc tonight is actually laughable,1,"the fact that ""breaking:school shootings preventable"" was an actual headline tonight is a sad commentary on our country",1.0,0.0,0.0,0.0,0.0,0.0,False
I love when I start choking on my water in my 8 person class,1,It was embarrassing when I choked on water in front of my class. ,1.0,0.0,0.0,0.0,0.0,0.0,False
Whoop diddy scoop poop,1,I would’ve just tweeted that I hated Kanye’s new song. ,1.0,0.0,0.0,0.0,0.0,0.0,False
@WilliamShatner Mr Shatner whilst you were sleeping you asked me to join Facebook messenger and then after a polite conversation you then offered me gold necklaces and a singed (sic) tee-shirt - you made my Friday night sir... just awaiting your instructions so I can wire the money...,1,I would have said it ruined my Friday when I realised that I had been fooled by a Shatner impersonator. ,1.0,0.0,1.0,0.0,0.0,0.0,False
is it illegal to discriminate against someone on the basis that they have a joker tattoo,1,This guy has a joker tattoo and that's off-putting to me.,1.0,0.0,0.0,0.0,0.0,0.0,False
it’s been 20 hours and i want another chai latte with pumpkin cold foam i can’t afford this!,1,“i am going to go broke if i keep buying iced chai lattes”,1.0,0.0,0.0,0.0,0.0,0.0,False
"Well done Henri, cost us the win #nffc",1,"Terrible Henri,  you cost us the win.",1.0,0.0,0.0,0.0,0.0,0.0,False
I love not being pregnant so much it’s my fave thing about myself,1,Im happy not having children.,1.0,0.0,0.0,0.0,1.0,0.0,False
@ray_harren @tkinsonn buy really rare pokemon card,1,"Buy something that is of value, either stocks or other long-term investments",1.0,0.0,0.0,0.0,0.0,0.0,False
"you like ketchup but not tomatoes???

grow up",1,It seems childish to enjoy ketchup but not tomatoes,1.0,0.0,0.0,0.0,0.0,0.0,False
Big day in the Mumford house #sports day,1,Such a shame there’s no sports day. ,0.0,1.0,0.0,0.0,0.0,0.0,False
@ShareZone5 @StockpickB You are a right bundle of laughs to take to the pictures Draft!,1,I would say he’s being miserable and not that his a bundle of laughs. ,1.0,0.0,0.0,0.0,0.0,0.0,False
"“If I could have changed anything about my childhood I would have never watched spongebob”

-no one",1,"""I don't think anyone regrets watching Spongebob as a child""",0.0,1.0,0.0,0.0,0.0,0.0,False
"#bbcqt It sure would be nice if Ms May decided to answer a question, rather than dance readily around it.",1,Theresa May just needs to answer the question.,1.0,0.0,0.0,0.0,0.0,0.0,False
Does anyone not know Prince Harry got engaged? I don’t think there’s been enough in the news about it.,1,I think we've all heard enough about Harry and Meghan's engagement.,1.0,0.0,0.0,0.0,0.0,1.0,False
@sadgirlkali Make your husband agree to let you die first. FUN date topic for discussion,1,Talking about death is not a fun topic for date night.,1.0,0.0,0.0,0.0,0.0,0.0,False
im ollie im 5'8 and i think my 5'7 boyfriend is short,1,I think people below the height of 5'8 is short.,1.0,0.0,0.0,0.0,0.0,0.0,False
"Tonight @ dinner I sat by &amp; chatted w/ the former chancellor of Ole Miss, a former Miss MS, &amp; the owner of the Miss America pageant

Casual.",1,"Tonight @ dinner I sat by & chatted w/ the former chancellor of Ole Miss, a former Miss MS, & the owner of the Miss America pageant

I'm freaking out this was so cool!!!",1.0,0.0,0.0,0.0,0.0,0.0,False
wow this growth spurt is really taking longer than i thought haha,1,I am short.,1.0,0.0,0.0,0.0,0.0,0.0,False
"Quarantine Day 256: Dear Ancient Greeks, re: the blanket-wearing—I get it. #QuarantineLife",1,"""Honestly, the value of comfortable clothing cannot be understated.""",1.0,0.0,0.0,0.0,0.0,0.0,False
my bf took my off his lock screen which obvi means he’s cheating on me,1,My boyfriend is cheating on me ,1.0,0.0,0.0,0.0,0.0,0.0,False
Gonna go cry now some no face told me to lose weight x,1,Fuck the person who told me to lose weight,1.0,0.0,0.0,0.0,0.0,0.0,False
'Margaret Thatcher' is trending... has 2016 taken another one?,1,"Non-sarcastically I'd probably say ""Oh, out of curiousity, what's the reason for Ms. Thatcher trending?""",1.0,0.0,0.0,0.0,0.0,0.0,False
"At least half of my days are still bad days and let me tell you, i've never once killed 8 people because of it. A true miracle apparently",1,I've been depressed for a long time and I never managed to kill anyone. It isn't hard not to do.,1.0,0.0,0.0,0.0,0.0,0.0,False
Of course the moment I front the system is in utter chaos 🥴,1,I'm not happy about me fronting during chaos.,1.0,0.0,0.0,0.0,0.0,0.0,False
"Day 38 of quarantine is an interesting time to get a new drum kit, neighbor",1,Getting a drum kit this late into quarantine is weird and off putting. ,1.0,0.0,0.0,0.0,0.0,0.0,False
Hate this site [CHIRPBIRDICON],1,I love this site,1.0,0.0,0.0,0.0,0.0,0.0,False
did you know there is a direct correlation with how cool someone is and how high they cuff their pants?,1,Cuffing your pants too high is embarrassing and it does not make you cool,1.0,0.0,0.0,0.0,0.0,1.0,False
I swear this triller event is run by teenagers,1,The Triller boxing event seems to be run very poorly by inexperienced people,1.0,0.0,0.0,0.0,0.0,0.0,False
What kind of sins have y’all been committing for God to punish us with this kinda weather...,1,God are you punishing us by creating such bad weather?,0.0,1.0,0.0,0.0,0.0,0.0,False
I’m really looking forward to not hugging my friends and family through choice rather than by law.,1,I would like to continue social distancing and not hugging people ever ,1.0,0.0,0.0,0.0,0.0,0.0,False
Men will literally fake an injury on the football field instead of going to therapy,1,Men should go to therapy!!!,1.0,0.0,0.0,0.0,0.0,0.0,False
I don't think Republicans have any self awareness or any idea of how the world works... Nice try though.,1,"""I really think that older Republicans are lacking in self-awareness in the modern-day. They had a complete misstep and just ended up bullying a teenager.""",1.0,0.0,0.0,0.0,0.0,0.0,False
There is not enough people here #ivoryrooms,1,Ivory rooms is not busy tonight,1.0,0.0,0.0,1.0,0.0,0.0,False
I love online shopping because if I am physically in a store and an employee even looks at me I will immediately leave.,1,I like online shopping because I am shy.,1.0,0.0,0.0,0.0,0.0,0.0,False
WHO LET THE LAUNDRY PILE UP 5 BASKETS. Goodness.,1,Why did I let the laundry pile up 5 baskets?,1.0,0.0,0.0,0.0,0.0,0.0,False
Boehner not clapping for gender pay equality. COOL.,1,Boehner sucks for not clapping for gender pay equality.,1.0,0.0,0.0,0.0,0.0,0.0,False
"Drop in Center to let people get the 1st or 2nd Vaccine open today . I went thinking I was able to get my 2nd one .
Wait in the que 30 mins .sits down arm ready to get ! 
Sorry your 12hrs to early !!! 
We cannot vacinate you till 56 days !!! @NicolaSturgeon #Seriously",1,I was to undertake my 2 covid vaccination but unfortunately I turned up 12 hrs to early and could be completed until after 56 days,1.0,0.0,0.0,0.0,0.0,0.0,False
"""I'm concerned about the environmental impact of my contact lenses,"" says the occasional daily wearer, throwing their Starbucks cup in the test room bin.",1,You can't care about the environment only when it's convenient to you. ,1.0,0.0,0.0,0.0,0.0,0.0,False
Shout out James Boswell  #unibowl,1,James Boswell is a waste man.,1.0,0.0,0.0,0.0,0.0,0.0,False
@ThomasCabaret84 @MicrobiomDigest @raoult_didier Surely you’re not suggesting that their own thorough investigation of their own suspected &lt;fraud&gt; (which found no evidence for said &lt;fraud&gt;) was carried out with anything but the very  highest levels of integrity? Seems completely legit to me…,1,I could have said “this investigation was not legitimately carried out.”,1.0,0.0,0.0,0.0,0.0,0.0,False
"@benshapiro it’s true, every time my little cousins put on their masks they choke to death and have to be revived. it’s very stressful for us.",1,No.,1.0,0.0,0.0,0.0,0.0,0.0,False
"Pissed off at @TMobile_USA and just want out of my contract, but I'm sure that would just be way too easy, ugh :(",1,It would be nice if T-Mobile could assist me in getting out of my contract,1.0,0.0,0.0,0.0,0.0,0.0,False
Football is turning into an anatomy lesson. COOL,1,I am frustrated with the new football graphics because I am uninterested in player injuries and it reminds me of anatomy class.,1.0,0.0,0.0,0.0,0.0,0.0,False
"@BIGRXD12 ah yes, people with eating disorders, famous for easily being able to not worry about their weight",1,It may be difficult for someone with an eating disorder to avoid worrying about their weight.,1.0,0.0,0.0,0.0,0.0,0.0,False
"As if I didn't know this anyway!
I'm an Owl according to the #BBCBodyClock quiz – what are you? https://t.co/vM07K82CTg",1,I already knew that I am a night-owl.,1.0,0.0,0.0,0.0,0.0,0.0,False
i would kill a man for a forehead kiss rn,1,"""I'd love a forehead kiss rn""",1.0,0.0,0.0,0.0,1.0,0.0,False
Love being called the devil for taking away someone’s phone at summer school🤗🤗🤗,1,“It was not enjoyable to be called the devil for taking someone’s phone”,1.0,0.0,0.0,0.0,0.0,0.0,False
everyone pls stop shooting fireworks my dog is scared :(,1,I wish people would stop shooting fireworks because it scares my dog.,1.0,0.0,0.0,0.0,0.0,0.0,False
I love days when Rob works short call and is only at the hospital for *checks watch* 13 hours.,1,I hate when Rob works short call and is still at the hospital for 13+ hours.,1.0,0.0,0.0,0.0,0.0,0.0,False
@tedcruz @Dream worst timeline,1,A US Senator should not be tweeting about Minecraft Youtubers. ,1.0,0.0,0.0,0.0,0.0,0.0,False
@BBCAMERICA Thanks for disrupting your narrative continuity with commercial break previews. #SpoilerAlert,1,I wish @BBCAMERICA would stop spoiling shows as they air with scenes from what I'm already watching.,1.0,0.0,0.0,0.0,0.0,0.0,False
"i love how i literally just finished watching the fifth hp film and then turned to my mum and said ""love a good bit of character death on a sunday :)""
the dsmp lore has utterly ruined my attachment to characters and how i see stories now. i am a broken woman.",1,"i love how i literally just finished watching the fifth hp film and then turned to my mum and said ""this bit of character death on a sunday has made me sad""
the dsmp lore has utterly ruined my attachment to characters and how i see stories now. i am a broken woman.",0.0,1.0,0.0,0.0,0.0,0.0,False
i went outside today and suddenly my depression is cured,1,My depression will not be cured in a day ,1.0,0.0,0.0,0.0,0.0,0.0,False
Can’t wait to be back at uni so I can order more shoes and clothes without my mum telling me off x,1,When I go to uni Im going to spend more ,1.0,0.0,0.0,0.0,1.0,0.0,False
love when the train stops in philly and everybody boards and of a sudden it smells like a ham sandwich,1,i'm disappointed but not surprised that my train stopped in philly and everybody got on and suddenly it smelled like ham sandwich,1.0,0.0,0.0,0.0,0.0,0.0,False
"Thanks @Tesco for not informing me that my click and collect order had been cancelled when my account says it's ready to collect my partner has had to travel unnecessarily to Stafford and we still don't have our shopping, good diet I guess having to wait for my 26th delivery slot https://t.co/xq9oXEkw8o",1,Tesco have cancelled my order with no warning. please could i have an explanation and compensation for this.  ,1.0,0.0,0.0,0.0,0.0,0.0,False
My dream is to be left alone.,1,I simply do not want to be bothered by annoying people ever again.,1.0,0.0,0.0,0.0,0.0,0.0,False
@lora__ SHOCKED. How am I supposed to tell the kids they're not going to Disneyland on June 21st after all? It's already been cancelled 36 times! https://t.co/SV8gpPn6yw,1,These people were aware of the risks when they booked these trips so they should not be surprised when they get cancelled. ,1.0,0.0,0.0,0.0,0.0,0.0,False
@BorisJohnson @MattHancock Oh really?,1,"Investment has been lacking for years, why should the public believe you now? ",1.0,0.0,0.0,0.0,0.0,1.0,False
we happy!!!!!!!!!!,1,I am unhappy,1.0,0.0,0.0,0.0,0.0,0.0,False
The fact I nearly froze on my way to work this morning is definitely a sign it's not summer anymore #freezing,1,You wouldnt think it was summer anymore!,0.0,1.0,0.0,0.0,0.0,0.0,False
"Damn, imagine being vaxxed and then getting a cold and then losing your taste and smell.

Oh wait.",1,"To make it non-sarcastic I could have said, ""I hate having a cold and then losing my taste and smell.""",1.0,0.0,0.0,0.0,0.0,0.0,False
Is this first Cybex isokinetic dynamometer? @DrAndrewBateman #PRS2021,1,That’s an interesting machine. Is it very old?,1.0,0.0,0.0,0.0,0.0,1.0,False
Worked out 2 days in a row. I am quite literally the epitome of health and fitness,1,"i've worked out for two days in a row, i feel healthy.",1.0,0.0,0.0,0.0,0.0,0.0,False
yes i have little interest in doing things that applies to me,1,I am depressed and anxious,1.0,0.0,0.0,0.0,0.0,0.0,False
If you ever wanted to know what it feels like to have dyslexia I would recommend the book House of Leaves.,1,This book makes me feel like I don't really know how to read.,1.0,0.0,0.0,0.0,0.0,0.0,False
"@DanielIngolfur @The_Timbrodini @ViQueen55 @tedcruz I know, right? He even wanted poor people to be healthy, because he was basically a fucking communist. What a hippie.",1,"Jesus wanted everyone to be cared for, because he was all about loving and caring for your fellow man.",1.0,0.0,0.0,0.0,0.0,1.0,False
Don't let people walk all over you. Or breathe on you. Either one.,1,"I would say "" It's difficult but do your best to not let people walk all over you. Or breathe on you."" ",1.0,0.0,0.0,0.0,0.0,0.0,False
Kepa had a great game,1,Kepa was sh*t,1.0,0.0,0.0,0.0,0.0,0.0,False
I am starting off my day by watching a Dragons Den special on Deborah Meaden and eating a Pot Noodle. My life is perfect.,1,I am starting off my day by watching a Dragons Den special on Deborah Meaden and eating a Pot Noodle. My life is a sham. Send help.,1.0,0.0,0.0,0.0,0.0,0.0,False
"I'd like to thank middle aged men watching the Olympics for solving the mental health crisis. Getting someone to shout ""get some perspective"" at every athlete struggling with anxiety will definitely solve their problem.",1,It's annoying that middle aged men are declaring people with mental health issues need to find some perspective; that's insensitive and unhelpful.,1.0,0.0,0.0,0.0,0.0,0.0,False
does ur dad hate you for no reason or are you normal?,1,I feel like my dad hates me,1.0,0.0,0.0,0.0,0.0,1.0,False
this is my 3rd time taking a biology course and it’s so EASY wow i love biology so much i’m so glad i’m so good at this subject.,1,"""This is my 3rd time taking the same biology course, I am not good at this subject at all""",1.0,0.0,0.0,0.0,0.0,0.0,False
Hot dog eating contest as a form of assisted suicide,1,You shouldn't have a hot dog eating contest as a form of assisted suicide.,0.0,1.0,0.0,0.0,0.0,0.0,False
Being 20 years old and going to concerts with my mom means I can scream all the no-no lyrics bc iM aN aDuLt,1,I scream lyrics at concerts with my mom. ,1.0,0.0,0.0,0.0,0.0,0.0,False
first game not starting when it's supposed to? a UCF tradition,1,UCF football games get delayed or cancelled.,1.0,0.0,0.0,0.0,0.0,1.0,False
im about to just walk into a place and start working then and there and they'll have no choice but to hire me on the spot,1,I wish someone would hire me so I don't have to go through hoops and hurdles.,1.0,0.0,0.0,0.0,0.0,0.0,False
just stuck my entire hand in a hot oven without thinking about the consequences. self preservation is clearly my strong suit,1,Self preservation isnt my strong suit,1.0,0.0,0.0,0.0,0.0,0.0,False
Turnover is the best band to cry to/drive to/daydream to/fall asleep to/ reminisce to/die to,1,"I would say, turnover is the best band to do anything to. The music just encapsulates so many feelings all at once!",1.0,0.0,0.0,0.0,0.0,0.0,False
"Congratulations to Trump on his second impeachment. It’s a tremendous achievement borne of hard work, focus and dedication. Record breaking. Historic. Bigly. #ImpeachmentDay #TrumpImpeachment2",1,"You're a disgrace, President Trump, and you deserve to go to prison.",1.0,0.0,0.0,0.0,0.0,0.0,False
yeah i enjoy some oregano on a nice pasta dinner (dumps oregano on mac n cheese),1,I like to put oregano on my mac and cheese,0.0,1.0,0.0,0.0,0.0,0.0,False
Sitting next to the world's loudest mouth-breather on the first day of class did a really good job of demystifying grad school for me today,1,I was very annoyed today in my first class of the year because I sat next to someone who had very loud breaths.,1.0,0.0,0.0,0.0,0.0,0.0,False
every date I go on I get a little scared will be phone swap,1,I am not afraid that I will be on the show phone swap while I go on a for date,1.0,0.0,0.0,0.0,0.0,0.0,False
"Blatantly obvious that Lionel Messi is now set for a move to Leeds.

The Newell’s old boys network.",1,Clearly Messi won't be signing for Leeds United but it would be interesting for him to play for Bielsa.,1.0,0.0,0.0,0.0,0.0,0.0,False
"Can’t wait to get home take a big ass antihistamine and roll in some topical steroids.

Damn it, skin! What did I ever do to you?!?!",1,My allergies are really acting up and I need to take some antihistamines and use ointment.,1.0,0.0,0.0,0.0,0.0,1.0,False
"“tit for tat, butter for fat, you kill my dog, i eat your cat” is a liberian proverb for “an eye for an eye”. my ancestors were spittin’",1,My ancestors spoke about a lot of true things,1.0,0.0,0.0,0.0,0.0,0.0,False
@Chris_Ransom @CityView1904 @Uzzell01 @BBCSport Aware she was not a tennis player when she left Canada at 2 yrs old?? aware she did not pick up a tennis racket until 6 years old??.aware last12 years trained at the same tennis club in Bromley Kent England??the girl is British no haters or doubters will take that away from her,1,I could tell the person to go read up on some facts it may help there IQ,1.0,0.0,0.0,0.0,0.0,1.0,False
was not aware that Crocs were appropriate business casual attire.,1,I do not think that Crocs are appropriate professional footwear.,0.0,1.0,0.0,0.0,0.0,0.0,False
"On a scale from 1 to 10 how deeply was your childhood influenced by the Hannah Montana 2: Meet Miley Cyrus double album?

This is for research purposes.",1,Who else remembers the Hannah Montana 2: Meet Miley Cyrus double album?,0.0,1.0,0.0,0.0,0.0,0.0,False
"Oh? You're a real anime fan? Name all the Boku no Pico characters, I'll wait.",1,Real fans don't have to prove themselves to anyone by listing off arbitrary facts. ,1.0,0.0,0.0,0.0,0.0,0.0,False
@kidcuisine98 Based confidence and believing in proper eye contact-pilled!,1,"I would say ""Yeah, I never get why so people have the issue of maintaining eye contact, it's relatively easy for me to do.""",1.0,0.0,0.0,0.0,0.0,0.0,False
Replace Pelosi #Nancy,1,He should not have been elected president and donald trump won the presidency.,1.0,0.0,0.0,0.0,0.0,0.0,False
@SrutisJay one of them smonks weed so it's super worth it /s,1,None of those designs are really worth the money.,0.0,1.0,0.0,0.0,0.0,0.0,False
@Dancruz07 Sureeeeeee you do,1,"I could've replied ""You do not despise me, you're my best friend.""",1.0,0.0,0.0,0.0,0.0,0.0,False
"Bart is closed rn in Oakland so I can’t go to work, I’m so upset....",1,I’m so happy I can’t go to work ,1.0,0.0,0.0,0.0,0.0,0.0,False
Just redownloaded the @achievement app - let's see if it improves my exercise routine!,1,"I download this app again, but realistically I know it won't work.",1.0,0.0,0.0,0.0,0.0,0.0,False
"Just signed up for Apple's Ping, told it I like 'classical' and it points me towards Lady Gaga. It takes a certain genius to be this crap.",1,"Just signed up for Apple's Ping, told it I like 'classical' and it points me towards Lady Gaga. This is really very crap.",1.0,0.0,0.0,0.0,0.0,0.0,False
i’m going to cut off contact with every single person i know and emerge in a few months o a year from now having lost the ability to physically speak but be able to play the meanest fucking accordion you’ve ever heard in your pathetic little life,1,I wish I could take time for myself to heal in the ways that I need to and emerge from it being able to play the accordion.,1.0,0.0,0.0,0.0,0.0,0.0,False
It’s funny that you guys thought sports mattered during a pandemic. I simply can not imagine caring about a winning streak rn.,1,It's funny how you guys care about a winning streak right now. I would but my team lost. ,1.0,0.0,0.0,0.0,0.0,0.0,False
"ah yes, of the course the summer rain pours when im on foot.",1,"""why did it have to rain when im walking?"" ",0.0,1.0,0.0,0.0,0.0,0.0,False
Keanu reeves is killing his role in ozark season 3,1,The brother in ozark looks just like Keanu reeves!,1.0,0.0,0.0,0.0,0.0,0.0,False
getting stopped by tesco security is the highlight of my day,1,Proper embarrassing that I was stopped by Tesco security. Hate my life.,1.0,0.0,0.0,0.0,0.0,0.0,False
Yay for being locked out of your own  house because you forgot your key,1,I hate being locked out of my house when I forget my keys. ,1.0,0.0,0.0,0.0,0.0,0.0,False
craving an ice pick lobotomy on this Friday afternoon,1,I would love to go to bed and end this hard day. ,1.0,0.0,0.0,0.0,0.0,0.0,False
My coworkers play this fun game where they try to describe bars in la crosse &amp; have me guess which one they’re talking about,1,My coworkers oddly ask me to name bars in La Crosse based on odd descriptions they give me. ,1.0,0.0,0.0,0.0,0.0,0.0,False
The fair-weather fans in all of these threads. Wake up call. Fleury is a human being. Surprise!,1,"Fleury’s going to make a mistake every once in awhile, he’s only human.",1.0,0.0,0.0,0.0,0.0,0.0,False
"@traves whoa! that's a little too crazy man, slow down",1,"I guess I would tell the truth and say something like ""that is moderately crazy but not that crazy"".",1.0,0.0,0.0,0.0,1.0,0.0,False
"Wow. Liam Neeson is coming across as a rational man,isn't he!!?",1,"Just because he had a family member attacked by a black person, doesn't give Liam Neeson the right to kill a random person of colour.",1.0,0.0,0.0,0.0,0.0,1.0,False
"No joke, air-fried Twisted Teas are THE BEST.",1,Twisted Teas are the best.,0.0,1.0,0.0,0.0,0.0,0.0,False
"I find it hilarious that ‘black and white’ or ‘all or nothing’ thinking is considered a cognitive distortion and is a symptom of several disorders, and yet it remains a pillar of American (and Western) culture.

It’s almost like…. our culture is toxic 🤔",1,The face that 'black and white thinking' is considered a mental disorder symptom and yet remains a pillar of American culture is hypocritical.,1.0,0.0,0.0,0.0,0.0,0.0,False
It would be nice if my body would let me sleep...,1,I wish my body would let me sleep.,1.0,0.0,0.0,0.0,0.0,0.0,False
"@Mythical So worried about him. But if you're looking to save him, based on the topography I'd say it's somewhere on the east coast. Perhaps the Carolinas?",1,"I suppose I would have simply stated that we all know he is not kidnapped, but it seems like he's just in the woods in North Carolina. ",1.0,0.0,0.0,0.0,0.0,1.0,False
All the shade i have been hearing about Ben Platt being unbelievable as a teenager in the @DearEvanHansen movie  boggles me.  Does nobody have any memories of Grease???  Name 1 actor on that film who believably looked high school age!,1,Dear Evan Hanson cast the same type of older actors as Grease.,1.0,0.0,0.0,0.0,0.0,0.0,False
the manliest thing I can think of is when the men from the World Cup passionately sing their national anthem,1,""" I think it's really manly when men sing their national anthem""",1.0,0.0,0.0,0.0,1.0,0.0,False
"If your website still has a google plus share button, forgive me if I’m not tripping over myself to take your information as credible or current.",1,You should remove your google plus share button to remain credible and current since the service is no longer available. ,1.0,0.0,0.0,0.0,0.0,0.0,False
it's too bad i forgot how to play my clarinet so close to my recital,1,I'm so nervous I hope I'll forget how to play to avoid being onstage.,1.0,0.0,0.0,0.0,0.0,0.0,False
