emoji,anger,joy,sadness,fear,surprise,disgust,anticipation,trust
🚕,0.13219159742129705,0.12787483886495465,0.11204040570555662,0.11347876093890363,0.12233238077187877,0.0907548113317228,0.1374409204226866,0.12765562244485226
🇱🇺,0.12589281839956357,0.13168083793425467,0.11725347472747671,0.11994084668438632,0.12233238077186331,0.09989750156444599,0.13632491428316912,0.1432605819597402
🌇,0.1112523586854195,0.1499072423976031,0.12074793020474317,0.1249465442870985,0.12233238077125824,0.09220344928017116,0.13722767749946727,0.15932555774335042
👎🏾,0.1180763184739817,0.12998752473504283,0.12134415727632586,0.12985896349238146,0.1223323807716035,0.08929049968400454,0.13726976706233654,0.15937235017338966
🇶,0.12457181932558115,0.13896393583127065,0.11827710045690765,0.11655511242506122,0.12233238077179091,0.1067378415382597,0.13724502020412033,0.14081482268558437
🎫,0.12342344865385257,0.1364099162601633,0.11526773712830618,0.11475059361899298,0.12233238077174755,0.0979250862880199,0.1373184051167234,0.14729047228635053
💧,0.12139075107313602,0.1385389246061095,0.113245800452205,0.13768301880355693,0.12233238077069992,0.0859273422498014,0.1373196959963413,0.1395718742526898
😎,0.10683760683760685,0.18696581196581197,0.10683760683760685,0.10683760683760685,0.11324786324786326,0.10683760683760685,0.13034188034188035,0.14209401709401712
👫,0.11904643871088183,0.13174499208980706,0.12725369392319408,0.12312125021787779,0.12233238077134155,0.08424302374481774,0.13723363393098728,0.14070468930173494
♋️,0.11692378367496303,0.14683186740148813,0.11899977421489893,0.11793950489965255,0.12233238077128811,0.08476969971220029,0.13731172928079377,0.1540645972578702
😋,0.10471204188481674,0.1863874345549738,0.10471204188481674,0.10471204188481674,0.12460732984293192,0.10471204188481674,0.1539267015706806,0.1162303664921466
🖖,0.11080272714463035,0.15473213957011467,0.11745951253578824,0.10607932002960752,0.1223323807714003,0.10762749909209224,0.13632457823839397,0.1407638013060735
🚺,0.12586831531746157,0.1270586609680322,0.12833073978072207,0.12372279272983633,0.12233238077149786,0.10397269524361945,0.1372452614584611,0.13047565038623576
😖,0.11531190926275992,0.10207939508506617,0.1446124763705104,0.14177693761814744,0.10491493383742911,0.15784499054820414,0.12854442344045366,0.10491493383742911
🇦🇼,0.12200892737530467,0.13041306233935757,0.1187586579235358,0.12213685832293208,0.12233238077181573,0.09518649787883487,0.13746406189031085,0.14786179013359935
🌁,0.12313313982474483,0.13922918294701958,0.1185280313147814,0.12197829489016954,0.1223323807718299,0.09728839605563068,0.13759168249969045,0.1437239367917873
🐕,0.113826330716563,0.1358003388013458,0.1309949915830657,0.12087326341804783,0.12233238077112547,0.09041011956142823,0.13728363956949002,0.13765703105229035
♊,0.1129976528374641,0.1443464542098809,0.11690982985601295,0.11915826605326174,0.12233238077173693,0.1046015805292777,0.13724081392028142,0.1512900552731809
🐟,0.12748592986906715,0.14452688311575912,0.10659824179674615,0.12383217485577802,0.12233238077168566,0.09453504097946147,0.13726277739057857,0.1404421510706687
🙎🏻,0.12589154428178517,0.12808619074348826,0.118091990623725,0.1302622733540204,0.12233238077095755,0.08612488026692551,0.13632307249428138,0.14448644293992047
♈,0.12799043153142975,0.13560158565815073,0.11480063650378725,0.12220382432894894,0.12233238077157213,0.0957905118120231,0.13747367949678904,0.14721643505039417
🐝,0.10970728953822118,0.1373645048151957,0.11452673009989667,0.12790436448580067,0.12233238077093808,0.08283804859894879,0.13738768125928938,0.16347695004326898
🇮🇳,0.12624054297549492,0.1346935832989402,0.11742150612553814,0.11785728141705931,0.12233238077189335,0.10154974081878702,0.13756508954445892,0.1330286908209974
✋,0.13189189189189188,0.1145945945945946,0.1145945945945946,0.12000000000000001,0.11675675675675676,0.12864864864864864,0.13513513513513514,0.13837837837837838
🏇,0.12386064515806083,0.13813903593836585,0.12114714275048755,0.11158265589119765,0.12233238077181131,0.10566466445277428,0.13757343340791942,0.13621702736934818
🙅,0.14313534566699124,0.1032132424537488,0.12950340798442064,0.12950340798442064,0.10808179162609544,0.14897760467380722,0.12171372930866602,0.11587147030185005
🌻,0.1182093934366435,0.14288696631410858,0.11460991607782489,0.11456160112857106,0.12233238077153091,0.09363321398433273,0.13726894024406844,0.14662262995841946
9️⃣,0.12701881259431502,0.13641959848609986,0.11040921173662355,0.11315486404276953,0.12233238077173403,0.10742033161502704,0.13728270088887187,0.13234915874883668
ℹ️,0.1141578287196694,0.14019097184791462,0.11825646729084838,0.11564826065489342,0.12233238077150471,0.09083501836091748,0.13724700506560775,0.14453528667192758
5⃣️,0.12820794307799588,0.1312311000219779,0.109278717169218,0.11435893926648077,0.12233238077165538,0.09009518585224253,0.13729947620065316,0.1345620529744272
🈁,0.10631916193665347,0.15739212420157855,0.11737488160179055,0.10440135009793039,0.12233238077166235,0.091861319634557,0.1374878534649424,0.15398505802688434
👏,0.10832497492477432,0.16449348044132397,0.10030090270812436,0.10030090270812436,0.12537612838515547,0.10832497492477432,0.13941825476429287,0.15346038114343027
🌉,0.11203282863408504,0.14275234026717953,0.12407765428906714,0.11429641692217274,0.1223323807714412,0.10398776094908817,0.1373554629694615,0.1570074415694603
👿,0.11024288363216783,0.14857748014765093,0.12813196951901773,0.12765089606872948,0.1223323807709087,0.10466445224420363,0.13724851305310487,0.15954721466296215
🎐,0.10583959703711798,0.15234186962334206,0.11512578533256601,0.12297232266618607,0.1223323807696546,0.0635977993396271,0.1372751056920856,0.1704405363524065
🇪🇸,0.12416639641992333,0.13673953532997984,0.11704461313456704,0.11732019011157035,0.12233238077179441,0.10119145903649567,0.13760445486398232,0.14477789453136913
🎍,0.09605353817431705,0.16786735281493748,0.11893079347646562,0.10637736906406303,0.12233238077094956,0.08579695640616702,0.13726695284252124,0.16819731641165528
👍🏿,0.1218649610779039,0.1374592782012769,0.12557659991580294,0.11649675466972553,0.12233238077170093,0.09995079965846737,0.13723395117638404,0.14554600259205908
🚣🏿,0.12356377595676804,0.13504977062984835,0.11193698189526913,0.12153293513597418,0.12233238077167877,0.08656722059101664,0.1372389121181143,0.14680001050077424
🖇,0.13466796761861133,0.1439851508985157,0.10320300199418853,0.12046644991141875,0.122332380771495,0.11856509663329343,0.13727160217140044,0.1429006787681758
🍰,0.11063227038897594,0.15119151176622836,0.11131343162378471,0.11299541609827202,0.12233238077182204,0.09965526809690105,0.13737819900263396,0.16491353557676122
🇸🇩,0.12488230831945657,0.13277892461337615,0.11868113066157093,0.12043295833927914,0.12233238077188598,0.10422241899897405,0.1373597549815834,0.14649286262530772
🚎,0.1313036902574254,0.13029659982566955,0.11011306415275612,0.11609304775572582,0.12233238077187221,0.08681636969452594,0.13728566081058544,0.13333809238803593
🚡,0.13853393191072882,0.13679601027979515,0.09923492244524823,0.11678398599354978,0.12233238077178678,0.09281586496049846,0.13730470679598544,0.14267819754996022
🎯,0.13011927338305895,0.1351331401965581,0.11499163451844652,0.11761390174544317,0.12233238077172812,0.09291418145558732,0.13729583951512905,0.13400696397596615
🔼,0.12449140341630027,0.1464550411401433,0.11114007063952158,0.11831667526641354,0.12233238077180392,0.11640530466183036,0.13736970012289212,0.1355101932740897
👦🏿,0.11913481467695419,0.12793092724314192,0.13884273585244955,0.13391371436750887,0.12233238077163532,0.1029723815355179,0.13723177326184455,0.13462137068509875
😪,0.11550468262226848,0.10405827263267431,0.17065556711758587,0.1331945889698231,0.11030176899063476,0.14984391259105098,0.11238293444328826,0.10405827263267431
⛵️,0.13258142156684016,0.1425652676698519,0.10493738821605803,0.11835799092557409,0.12233238077163466,0.09689649932696087,0.1373031219463566,0.1335050679306949
▪️,0.13092543521446487,0.13207983730535489,0.11388082286975987,0.12020732764395348,0.12233238077173023,0.08731824047829624,0.13731727936093893,0.1404202111075077
🇱,0.12198278235382531,0.14183159254025668,0.11321724825756974,0.11162157063910172,0.12233238077180078,0.11499707371956376,0.13726793120823175,0.14221096878888434
🙋,0.10626992561105207,0.15302869287991497,0.10626992561105207,0.10626992561105207,0.12646121147715195,0.10626992561105207,0.16259298618490967,0.13283740701381508
😴,0.12062726176115804,0.12424607961399278,0.12424607961399278,0.12062726176115804,0.12062726176115804,0.13751507840772018,0.12786489746682753,0.12424607961399278
😔,0.12363996043521266,0.09891196834817013,0.17012858555885263,0.1266073194856578,0.11770524233432246,0.12957467853610288,0.12067260138476756,0.11275964391691397
🇦🇲,0.12327606202586594,0.13104551184369484,0.11726948112118407,0.11963177746244469,0.12233238077188081,0.09584845182900546,0.13731558151962386,0.1443059479758254
⛷,0.12056970801580746,0.1454607811101596,0.11345152727517416,0.11567298129315873,0.12233238077171942,0.10305640152583553,0.1373003656991432,0.13471134696924328
😱,0.1147982062780269,0.09506726457399103,0.11210762331838564,0.17219730941704034,0.1515695067264574,0.1273542600896861,0.1273542600896861,0.09955156950672646
📨,0.12703978842296237,0.14075541302736383,0.10991099724742526,0.12450515423711295,0.12233238077184368,0.10304866253982821,0.13731266772096729,0.14160303235937766
🆙,0.12062536733600382,0.13561447905522073,0.11596191486205498,0.12026366184983317,0.12233238077178658,0.09712457976644857,0.13739481628214192,0.1410609864381343
🚟,0.13221654003251615,0.1204486984279356,0.11724897806743684,0.1168481554583991,0.12233238077185755,0.09735307765874147,0.13724122107720815,0.1314437834213239
😰,0.11531190926275992,0.0945179584120983,0.15973534971644612,0.1729678638941399,0.10207939508506617,0.13137996219281664,0.12381852551984877,0.1001890359168242
💐,0.09871668311944717,0.16683119447186573,0.10957551826258638,0.09871668311944717,0.13425468904244814,0.09871668311944717,0.1372161895360316,0.15597235932872655
🚰,0.12455178618085938,0.15232600883609848,0.11716640880149498,0.1101448109377543,0.12233238077160521,0.11628559189546593,0.13725188609837416,0.13606927390504042
✳️,0.12334396442560092,0.14032811162906,0.11724928461626405,0.11571610131053944,0.12233238077177899,0.11008368178357404,0.13726892382570463,0.134182932168578
🌚,0.11584699453551912,0.1551912568306011,0.13005464480874315,0.11584699453551912,0.11584699453551912,0.12786885245901639,0.1180327868852459,0.12131147540983607
🍬,0.11013482858749057,0.15695789704477647,0.11404231251617603,0.11133303211866519,0.12233238077154256,0.11606258869321748,0.13745192723566496,0.1510820120412367
🔉,0.12875527891731053,0.1385881128080655,0.11283905567324837,0.12698046191511025,0.12233238077158749,0.08980022674057189,0.1372417500453577,0.15366758450019918
💱,0.12822754521010893,0.13764453507610597,0.1110011982746073,0.11506789356039349,0.1223323807717944,0.1074428759709314,0.13731625944796222,0.12985050699531941
🏐,0.11612382597024862,0.14039565215352923,0.11707655973441433,0.11224658389761544,0.1223323807717192,0.0954045978510884,0.1378606147179189,0.1334724506365762
🍩,0.12441460682191519,0.13584011946659302,0.12711709518589487,0.1102963958208818,0.12233238077127784,0.10739463852979142,0.1372295710665272,0.13272305341105434
❤️,0.11826697116759988,0.1655920554039767,0.12404396729289147,0.11688606143047764,0.1223323807684692,0.05136610312446248,0.13747745065806097,0.1583308970274767
👰🏽,0.11875040657963609,0.1453778512950521,0.11858324846980395,0.12403486336907577,0.12233238077121457,0.10296027718528476,0.13724869018216068,0.14870638515529774
🏄🏼,0.11994969538756095,0.1478862717631273,0.11658096164683229,0.11796588879573733,0.12233238077184623,0.1074495989140363,0.13723018288831926,0.14396435552682102
🇦🇫,0.12440214789313586,0.13347980364051182,0.12416792082876782,0.11916409184584609,0.12233238077166238,0.11280319445539623,0.13632422854439705,0.13671998462898566
💜,0.10869565217391305,0.1597826086956522,0.1206521739130435,0.11521739130434784,0.1173913043478261,0.11521739130434784,0.1206521739130435,0.1423913043478261
⚠️,0.12490780060443285,0.11129297442676034,0.12163460103147372,0.1431228860511169,0.12233238077158151,0.06119807750318863,0.1374506117934779,0.16397982098539052
🛁,0.1222044084748859,0.13894676950440044,0.11526979819245753,0.13274625675174434,0.122332380771132,0.10469025687919294,0.1363245419940126,0.13196513036128876
🎂,0.09446545873521472,0.1800683452602243,0.14820175606109842,0.11349617083354246,0.122332380771033,0.10017826247394046,0.13745577663092684,0.17066446832986873
🎷,0.11476100396021138,0.1514645663628471,0.1145070878083061,0.10447909654604359,0.12233238077164021,0.09909832796684069,0.1373093686729141,0.13854166050611272
🐄,0.1314655009448984,0.13097520312294364,0.11864371176852728,0.11898890193430134,0.12233238077185954,0.10565928402140932,0.13723167903359393,0.13837596556479909
⏸,0.12723874400825252,0.13685875603550812,0.111577736779509,0.1185928048756466,0.12233238077184898,0.10084304267585203,0.13727251316830297,0.13986907746146748
🙀,0.1213524243354982,0.12702870000794064,0.134991413604439,0.1253327516423326,0.12233238076986905,0.0888383082796033,0.1363232404116698,0.14741305604802293
🇨🇩,0.12497867625967274,0.14158171342569403,0.11298200132296188,0.11598033261310547,0.12233238077185667,0.10680212881531191,0.13730543850267032,0.13936487244934362
☕️,0.13252905182588393,0.14790914587501902,0.1093302107310592,0.11180310374282953,0.12233238077138722,0.10630371645380308,0.1374981272829987,0.13236138916894008
🌈,0.10438413361169102,0.17640918580375783,0.11064718162839249,0.10438413361169102,0.12734864300626306,0.10438413361169102,0.13361169102296452,0.13883089770354906
🚪,0.12605674204570505,0.12797023497114424,0.11682325660513015,0.12137454549039717,0.12233238077183402,0.09327359232363394,0.13728359086387823,0.1436215507501708
🇷🇪,0.13099027005586095,0.13072312391159358,0.11401738743006717,0.1216746777409412,0.1223323807717936,0.10009616162685293,0.13730139495653285,0.13282530541016754
👩,0.12039290741046216,0.12950490271032322,0.1300668318344833,0.125808213234194,0.12233238077181403,0.10033014251309526,0.1372544419422952,0.13666823957852114
♐️,0.11687104164741413,0.1450185896101175,0.11602810744079761,0.11232059641017145,0.12233238077157724,0.10630160067449379,0.13723601528248874,0.14720288541981438
🤢,0.12167493717856814,0.11919241998111829,0.14800017066409055,0.13428901800995163,0.12233238077127505,0.1107924754602185,0.13632412602423577,0.13828170221716993
🇲🇪,0.12595479337119286,0.1319901715760352,0.11629253602404788,0.11967307828646767,0.12233238077186663,0.10227391181302795,0.13730239160386742,0.1396971810056839
📤,0.1266990132211845,0.14293824755441165,0.10752063954714686,0.11326720659545231,0.1223323807715877,0.11062343162557631,0.13723239545296517,0.13834389812938533
🇷🇼,0.12467971747105366,0.13061204954283312,0.117695999044372,0.12216906144033146,0.12233238077186498,0.09868564613486945,0.13760991693937788,0.14531729332502097
🇵,0.11960333941328827,0.14095689504756592,0.1182430499666225,0.11514986912209224,0.12233238077184495,0.10276006072629675,0.13757127891556953,0.14939661033959428
🎨,0.12551825312908704,0.14953028198942775,0.11257640795156476,0.11551090552885057,0.12233238077140723,0.12208191979586436,0.13747357121036305,0.1332008060926831
💤,0.11521739130434784,0.1206521739130435,0.12391304347826089,0.11521739130434784,0.11521739130434784,0.12934782608695652,0.14782608695652175,0.13260869565217392
⚰,0.11831232117043555,0.13190678090177244,0.14832111487157817,0.11686411219289994,0.12233238077167073,0.12819239598990373,0.1372566883688033,0.12311018972735474
🍡,0.11930199261007601,0.14428155517816776,0.11251730815820338,0.11218628963297306,0.12233238077100395,0.10249102313896487,0.13740970111816536,0.13626234918222885
⚪️,0.12692595661189898,0.1445216860374785,0.11835684238030808,0.1164707319407512,0.12233238077162918,0.09539379427556327,0.1372342104971683,0.1336424410758429
🚴,0.12750241681646912,0.1319148021066212,0.1127093995710311,0.11450177600951861,0.12233238077184394,0.08783050961808547,0.13735936339724683,0.1337226290242363
🎽,0.12873591592284583,0.13843605051806662,0.10725851213283022,0.11520860835631197,0.1223323807718767,0.11091683797375994,0.13727217455362103,0.1361242520733279
😵,0.11942743742361017,0.12327981257112697,0.13404069644093397,0.12423006888653276,0.12233238077080343,0.09848669311627552,0.13727409034230048,0.14515307306366054
🇳🇪,0.11978137060737026,0.13882304308208404,0.11640068898486788,0.11793926600739724,0.12233238077176906,0.11083685993961785,0.13728300048391828,0.14378997944843086
😥,0.11526794742163803,0.10414560161779575,0.18301314459049545,0.134479271991911,0.10920121334681497,0.1263902932254803,0.12032355915065722,0.10717896865520728
🇬🇵,0.1288312438210255,0.13175884827796835,0.11461749539739685,0.12171620412192397,0.1223323807718292,0.10427315914808705,0.13723086016049152,0.13705842981560135
👁,0.11708799688636873,0.1363878368792939,0.114718817631001,0.11772830572613202,0.12233238077152843,0.10288595744790555,0.1375497684097026,0.14827597229780418
🐺,0.13071432097615343,0.12492833254509605,0.1343573900485353,0.13409424181386953,0.12233238077174143,0.08432360177992251,0.13726638617283196,0.14464248731022178
🚞,0.12565172006384273,0.13272492858959595,0.117383111257368,0.11397544858778019,0.12233238077186015,0.08844036182741137,0.13724888880438463,0.1460288218682893
🚙,0.12765736638641556,0.14267023401043843,0.10658678326944937,0.11651197071597608,0.12233238077190951,0.1018311218097661,0.13723484049963072,0.1340384450121752
🍞,0.1252254835368376,0.14309023995156167,0.10898868074764323,0.11456982804207883,0.1223323807713294,0.10647037418038138,0.13729842452810756,0.1433461242457963
🇦🇴,0.12539742640541363,0.13044675040146103,0.1178787487824593,0.12206358559183172,0.12233238077186875,0.10015732988694852,0.13731707052209846,0.14326556572910543
🎸,0.1172533916771954,0.1415131673347787,0.11460630337205657,0.11472714822082253,0.12233238077170178,0.09362725461780862,0.13724358645393742,0.1442857573843912
🔣,0.12474043659665313,0.1437457272404572,0.11527989572459774,0.11619751831253211,0.12233238077173963,0.11088005839537995,0.13742748330392027,0.13684078769996844
🍭,0.11106737071150974,0.15253077379020397,0.11360942055944179,0.11239861156963116,0.12233238077126228,0.10742140106629569,0.1372311210883904,0.1512052714934123
🌌,0.11137508516191019,0.16096291830035625,0.1120321001872071,0.10668683426735015,0.12233238077163382,0.11393402864447723,0.13727014709751095,0.14920673858221284
💏,0.10022208883566464,0.15281482766295085,0.13023150421940954,0.11906019539156887,0.12233238077089109,0.10116161801023767,0.13728777219090615,0.16409553997558957
🌸,0.10905125408942203,0.17011995637949837,0.10905125408942203,0.10905125408942203,0.12431842966194112,0.10905125408942203,0.13304252998909488,0.13631406761177753
🇧🇲,0.13067170585946997,0.13278295306372456,0.1121600690021296,0.12188670621802089,0.12233238077182287,0.1009804049129689,0.13735121534623654,0.1372277454839712
👖,0.12626275911071616,0.14379702504811576,0.11190224824895267,0.11904373201301155,0.12233238077168222,0.1173852589567245,0.13727410114032584,0.13830582947593617
👊🏽,0.12407247052448156,0.1408710878167767,0.1139412289194297,0.11636072513303475,0.12233238077166003,0.09690194528611724,0.13632451250228125,0.12889235484106548
👆,0.13010179813517198,0.12523436571791535,0.1162586077953165,0.11969994630928227,0.12233238077173478,0.08167930456894758,0.1374176029153358,0.13190793192232775
🛋,0.11984469246169738,0.1411974919756176,0.11769557649313356,0.12253265320484275,0.12233238077182117,0.1122793196232155,0.13743599031952336,0.1440055319217894
🌾,0.128468800733458,0.13292324507347075,0.11190219687523495,0.12130726855289709,0.12233238077170693,0.08520571229385146,0.13725196656148825,0.13379679066551314
🏆,0.1053280403580743,0.1575205905828625,0.12650927877257345,0.10945532935261326,0.12233238077150028,0.08493015802868989,0.13752585177592494,0.1594416390827538
🌞,0.10718113612004287,0.1907824222936763,0.10718113612004287,0.10718113612004287,0.1189710610932476,0.10718113612004287,0.1307609860664523,0.1307609860664523
🌋,0.12763658834182934,0.13401676854118705,0.11736059706890956,0.12185965749316097,0.12233238077154343,0.07558237371589609,0.13723457546031756,0.14993730241306957
😁,0.10568295114656032,0.1884346959122632,0.10568295114656032,0.10767696909272183,0.13260219341974078,0.09970089730807576,0.1246261216350947,0.13559322033898302
🏄,0.11738220971903957,0.13083233552606544,0.1179008957624319,0.11764740837134013,0.1223323807714978,0.08082466071204422,0.13722812142233887,0.1483296726752073
👴🏼,0.11669379827662851,0.1433698075634311,0.12778386601348757,0.12122299105038792,0.12233238077167943,0.11436949362998142,0.1373726896254592,0.14908152353780108
👩🏾,0.11146584706875728,0.1376580242140335,0.12133599895059888,0.13094047881381243,0.12233238077133217,0.0881195025589973,0.13724068527683683,0.14872846540342632
🙅🏼,0.1084613696536394,0.15544356756436173,0.10625967542910075,0.11596938262243839,0.12233238077095798,0.0780688921183051,0.13749155907278526,0.1653368079992489
🏮,0.12123001494853725,0.14079631379718194,0.115743058235239,0.11388349003820508,0.12233238077097647,0.0824312995836543,0.13724117989736637,0.14965679313280844
😄,0.10224948875255624,0.1901840490797546,0.10224948875255624,0.10224948875255624,0.130879345603272,0.10224948875255624,0.13905930470347647,0.130879345603272
1⃣️,0.1181183088235116,0.1383018783526495,0.11946195724885911,0.11824210406120983,0.12233238077186043,0.10466772464493229,0.13743362944973697,0.13930641725377418
🎣,0.12880874253318098,0.1462839978048578,0.10635843220916286,0.11457531998712511,0.12233238077131371,0.0944168153007168,0.13725649742490478,0.14376362257095188
♒️,0.11722079549576847,0.14819929971417878,0.11404332388519833,0.11523396110371209,0.12233238077136417,0.10357655996893333,0.13723757306575834,0.14977970580798244
🍛,0.1186128249844387,0.14822460609138943,0.12409876564925071,0.11727024583288426,0.12233238077177265,0.10131012007642419,0.1372897557740264,0.13839425200880032
📎,0.11968162008201944,0.14217605916928733,0.11116976090124808,0.11492391151722359,0.1223323807717135,0.11889160924581325,0.13748587916059526,0.15010028340239157
🇸🇷,0.1254465677451435,0.13069311995059252,0.1163668983244861,0.12154258751556313,0.12233238077189604,0.10058348309275396,0.1372384231174812,0.14177176231210217
⛄️,0.10567786946910473,0.13997999617276946,0.12096041391487233,0.1257385420954904,0.12233238077168776,0.08090740938962905,0.1380416958154439,0.17135442169248655
🇱🇹,0.12907835854616678,0.12964827448740834,0.11668768256095063,0.1211511140052437,0.1223323807718029,0.10288268212945294,0.13724128283448941,0.13461551805181093
🚛,0.12456659370968737,0.14379307382478146,0.1110097424207197,0.10845252682656792,0.12233238077176453,0.10193026582425983,0.13723544716234853,0.12826146175731107
🚅,0.1267533358877131,0.1222047855189885,0.11944564386431011,0.11414041928162533,0.12233238077181212,0.08174599907763717,0.1373094116932449,0.12971416894980162
🖕,0.12663310804975936,0.13474411349307047,0.11482357765271445,0.11745002956607209,0.1223323807712273,0.07784042400085728,0.1372864966981799,0.12809054437877626
🐪,0.12295640715444733,0.13848453007813077,0.1287456955851667,0.11300855583050406,0.122332380771015,0.08913564547817834,0.1372436008986685,0.1378888303490782
🚁,0.13813849801101696,0.13798387906717835,0.09664428885844245,0.11793018186983772,0.12233238077188914,0.1020894852304756,0.13724333789699952,0.13751995512257362
🇰🇪,0.12150318630784795,0.12582793547335314,0.13565332434882293,0.12141207143073984,0.1223323807713834,0.10005142825563933,0.13723651646152116,0.14170590281650433
🛃,0.12855819697699644,0.12515525065828115,0.11626523000632005,0.12428945422675497,0.12233238077153322,0.08641103502692413,0.1372288592268236,0.1556628515169141
🇵🇷,0.12231963075299745,0.13908381527289748,0.11492113339954813,0.11667742272234705,0.1223323807717517,0.1001141453166531,0.13756677691826577,0.14408152436866734
🇭🇰,0.12757985975639485,0.13670126306533348,0.11361414682141913,0.12010215513237199,0.12233238077171604,0.09496217172052089,0.13724597805931113,0.14510635778965633
🇵🇼,0.12336541773282761,0.13273685458261753,0.11606664490318508,0.12031597817772877,0.12233238077188191,0.09854146227013427,0.13726845198230003,0.14939036138426603
📛,0.1243110534353491,0.12649677877197973,0.13638378793984884,0.12087077876475405,0.12233238077158783,0.0821180776899009,0.13724735842429017,0.13362802256300998
😅,0.1094224924012158,0.14387031408308001,0.10739614994934144,0.12968591691995945,0.1377912867274569,0.10739614994934144,0.1458966565349544,0.11854103343465043
🅱️,0.12521727689471618,0.1282512865436729,0.11973247570858803,0.11777515362103941,0.1223323807713493,0.090726692678801,0.13750729175323761,0.14045705645112916
🎭,0.11084238048613315,0.13873269272880862,0.11966752635089506,0.1174878075686081,0.12233238077143155,0.08909690590246576,0.13728138162365322,0.15962405900872467
🍢,0.12580605464603423,0.14127793828083668,0.11839988636347698,0.11532899935895102,0.12233238077117345,0.1082630152828047,0.13521452051268357,0.12642505911475999
♍️,0.11414953504515779,0.15029617869731737,0.11453606075156131,0.10787953126009597,0.1223323807715917,0.10832443789498487,0.13722726660029622,0.1512996264211465
🈚,0.11978453158292268,0.14558550724905217,0.12130081514078483,0.1165330774855704,0.12233238077165713,0.12030760947203335,0.13728309427003288,0.13543406863366714
👴,0.11277451965298724,0.14010499187133973,0.13423851305742573,0.11472104845475428,0.12233238077162537,0.12187240946473869,0.13751200770428526,0.1266739765032591
🏠,0.11961251251443628,0.14158840785967186,0.11821750137460185,0.11102523277241971,0.12233238077168224,0.10767228557577824,0.13722971912006052,0.1227410554278811
⚓️,0.12083924742722729,0.1372811586043099,0.11604511661971628,0.12443171666672015,0.12233238077159908,0.08577506474564633,0.13723345157912017,0.14363800141818917
🗝,0.12088601230180984,0.13959468543180265,0.12080431324102392,0.12118887880268403,0.12233238077181349,0.09901423691294385,0.13732059404344316,0.14478448187650544
💽,0.12122235139776194,0.14246224242378958,0.10978122906271892,0.11714266737703838,0.12233238077182566,0.10796105776989326,0.13740700319188168,0.14321546903695132
🎹,0.12116533778441863,0.1437669144506799,0.11181271521672898,0.11575862359975986,0.12233238077150298,0.08939993815019907,0.1372709548959172,0.1473460221250098
😈,0.12297734627831718,0.1434735706580367,0.11650485436893206,0.12837108953613807,0.11111111111111112,0.11434735706580368,0.15533980582524273,0.10787486515641856
🇳🇨,0.12454887989235885,0.13964050538197625,0.107355222091428,0.1208193896922296,0.12233238077184481,0.10309607096934935,0.13738240965708648,0.1462292344702525
🇻🇳,0.12755971398854626,0.13550628624216188,0.11757205546200566,0.11973139289341361,0.12233238077183385,0.10720647780631633,0.1375755143634398,0.13484572692326932
📰,0.12001130059388743,0.12617722088907612,0.13022603473473282,0.11960280759851116,0.12233238077165631,0.09030884093399565,0.1377023075449044,0.14276119800596063
7️⃣,0.12712049468683517,0.13156897650333121,0.11028662450007687,0.1152600002355939,0.12233238077179487,0.09210275582333946,0.13731279336119837,0.13678801685245828
🍻,0.1006036217303823,0.17303822937625754,0.1006036217303823,0.1006036217303823,0.12575452716297789,0.1006036217303823,0.1448692152917505,0.15392354124748492
😉,0.10319917440660475,0.14860681114551083,0.11145510835913314,0.10319917440660475,0.1320949432404541,0.10319917440660475,0.14654282765737875,0.15170278637770898
💍,0.11986245294116316,0.1373667716179625,0.11289840375502536,0.11853090688777002,0.12233238077180271,0.1202834086351445,0.1373376153029227,0.14159395411434228
🚶,0.11395146387923205,0.1347492475033505,0.1166800253213296,0.11999734670479256,0.12233238077132723,0.09186569489298411,0.13725649244647087,0.1504156982768916
🙇🏽,0.12304557733460797,0.13110113529546652,0.1260419428035675,0.12195903255377516,0.12233238077138174,0.10932084407436267,0.136324045813763,0.12935320301830985
🐞,0.12602133436240592,0.13783693152072374,0.11143046441611659,0.1231200523729683,0.12233238077175146,0.09287566899034222,0.13729893239674237,0.14779894307849684
🍲,0.12484668685641509,0.150429363042349,0.11073288395164127,0.11426877869354257,0.12233238077141252,0.10591234663170292,0.13722830909295272,0.14378869717397458
🍉,0.1195137387945806,0.14581574976909906,0.10816100621741498,0.12546681079061273,0.12233238077163712,0.08924687803807925,0.137620596287768,0.15354420598943802
🐲,0.11885864451471662,0.12937113257794408,0.13933963701310859,0.11989580006610367,0.1223323807714756,0.09363432076710816,0.13766625822151546,0.13626413208189617
🇳🇵,0.12038894239259434,0.13557292389305076,0.12386388085178623,0.11913657884809936,0.12233238077169206,0.10853165784520398,0.13722776619404156,0.1497546880757903
👤,0.11446426955279776,0.13604732350358972,0.12048341052104661,0.11402870199702875,0.1223323807712836,0.10616391249825609,0.1372593914742212,0.1393619240601509
😞,0.13276026743075453,0.09551098376313276,0.1833810888252149,0.12702960840496658,0.10124164278892073,0.14326647564469913,0.11365807067812797,0.10315186246418338
🎶,0.11049723756906077,0.16243093922651933,0.11049723756906077,0.11049723756906077,0.13480662983425412,0.11049723756906077,0.13480662983425412,0.1259668508287293
🇦🇮,0.12415126569334234,0.13166439833730692,0.11865962901538296,0.12040000797102834,0.1223323807718372,0.09828728559255763,0.1374912322041983,0.14393839498064626
